,i_x,i_y,i_z,t_x,t_y,t_z,r1,r2,r3,r1dot,r2dot,r3dot,u1,u2,u3,t
404,-27950.604250754786,5553.433677985315,6525.569984619412,-3935.107512573043,-9814.085045099242,-48869.171042451235,86992.881398,31997.954529,-89607.584526,-1.0615076813,-0.44092932779,0.43709116263,1.7328591104e-06,-2.1981959138e-05,-9.9192452938e-06,323847.69539078156
405,-26037.04089527761,3468.2945645061113,5746.744075206809,-3177.8641897389266,-7724.836687960788,-49297.31538544017,86130.27607,31655.036309,-89239.786755,-1.0761001469,-0.42779047991,0.45882771875,1.8338339139e-06,-2.2407194425e-05,-1.0155081607e-05,324649.29859719437
406,-23778.443822368143,1338.317678698348,4891.983029353238,-2414.1104623243473,-5619.762669298125,-49624.46550856579,85255.781123,31322.882552,-88854.215243,-1.0909324466,-0.41436181172,0.48100046201,1.9373899953e-06,-2.2838556906e-05,-1.0395388649e-05,325450.90180360724
407,-21092.743425704215,-813.6613774560225,3949.749860334486,-1645.4109794132332,-3503.175507192387,-49849.951226260186,84369.197632,31001.725853,-88450.509987,-1.1060129052,-0.40064298193,0.50362230624,2.0436425394e-06,-2.3276143963e-05,-1.0640320121e-05,326252.50501002005
408,-17855.390828581134,-2940.141691890307,2905.037962484483,-873.3405800323642,-1379.411466278421,-49973.31056449826,83470.31965,30691.798868,-88028.3001,-1.121350283,-0.38663391379,0.52670683387,2.1527125634e-06,-2.3720052943e-05,-1.08900367e-05,327054.10821643285
409,-13862.901766724322,-4931.60107321018,1739.546375071745,-99.48099916675051,747.178513235669,-49994.290781360956,82558.933834,30393.334077,-87587.203233,-1.1369538045,-0.37233482627,0.55026834196,2.2647272515e-06,-2.417038087e-05,-1.1144706395e-05,327855.7114228457
410,-8754.099810972684,-6488.3497683816995,441.29935926017254,674.582382447484,2872.2377565167467,-49912.84890972517,81634.819054,30106.563521,-87126.824963,-1.1528331885,-0.35774626887,0.57432189219,2.3798203111e-06,-2.4627224095e-05,-1.1404504929e-05,328657.31462925853
411,-1934.503110527368,-6536.681739354222,-896.3647542425973,1447.263777676816,4991.412755366088,-49729.15181645635,80697.745963,29831.718503,-86646.758137,-1.1689986811,-0.34286916054,0.59888336525,2.4981323506e-06,-2.5090677912e-05,-1.1669616139e-05,329458.91783567134
412,5178.342735993235,-1622.0788284974053,-1324.5157774231147,2216.980195059081,7100.361957989088,-49443.57581823388,79747.476551,29569.029258,-86146.582169,-1.1854610912,-0.32770483327,0.62396951994,2.619811282e-06,-2.5560836101e-05,-1.1940232393e-05,330260.5210420842
413,6830.091020929608,5943.967994194027,-172.58987821838625,2982.1547346886464,9194.764809816348,-49056.70596879538,78783.763663,29318.724583,-85625.862283,-1.2022318286,-0.31225508098,0.64959805772,2.7450127473e-06,-2.6037790414e-05,-1.2216555036e-05,331062.124248497
414,5716.145100848376,11740.532717146643,1173.3679113020207,3741.219810611883,11270.330582267812,-48569.334849146595,77806.350479,29081.031426,-85084.148701,-1.219322946,-0.29652221442,0.67578769309,2.8739005722e-06,-2.6521629983e-05,-1.2498794848e-05,331863.7274549098
415,3860.5974130886534,16174.988378979317,2398.469707943861,4492.620340771746,13322.807103445095,-47982.460921086924,76814.969971,28856.174413,-84520.975771,-1.2367471837,-0.28050912283,0.70255823054,3.0066472466e-06,-2.701244064e-05,-1.2787172531e-05,332665.33066132263
416,1774.6834613909264,19718.9089075127,3494.990640158348,5234.816948693582,15347.98951331043,-47297.28649997918,75809.344305,28644.37534,-83935.861022,-1.2545180188,-0.26421934349,0.72993064886,3.1434344347e-06,-2.7510304146e-05,-1.3081919215e-05,333466.9338677355
417,-374.1170576646068,22633.03356924332,4481.094842415452,5966.289115848631,17341.728874353517,-46515.215286601,74789.18421,28445.852583,-83328.304154,-1.2726497183,-0.24765714002,0.75792719345,3.2844535147e-06,-2.80152973e-05,-1.3383276985e-05,334268.5370741483
418,-2517.8153104899143,25071.011955757698,5373.466431192225,6685.538293059752,19299.94066143495,-45637.8494927278,73754.188301,28260.820446,-82697.785935,-1.2911573966,-0.23082759094,0.7865714778,3.4299061491e-06,-2.8527490926e-05,-1.369149943e-05,335070.1402805611
419,-4625.000474313956,27131.007553889183,6185.106799990096,7391.090971627533,21218.6131326158,-44666.98655782257,72704.042346,28089.48843,-82043.767021,-1.310057079,-0.21373668981,0.81588859506,3.5800048874e-06,-2.9046948716e-05,-1.4006852204e-05,335871.743486974
420,-6679.995312162664,28879.899551436807,6925.988535222919,8081.50170399591,23093.8155531662,-43604.615464891074,71638.418483,27932.060407,-81365.686668,-1.3293657693,-0.19639145879,0.84590524084,3.7349738009e-06,-2.9573725905e-05,-1.4329613617e-05,336673.3466933868
421,-8674.63775884189,30365.567340502414,7603.847367040278,8755.356061076556,24921.706237677827,-42452.9126709087,70556.974374,27788.733691,-80662.961338,-1.3491015255,-0.17880007755,0.87664984891,3.8950491489e-06,-3.0107867754e-05,-1.4660075222e-05,337474.9498997996
422,-10604.618373359006,31623.638441723884,8224.783107081108,9411.273522006835,26698.540398812485,-41214.237658719234,69459.352298,27659.697996,-79934.983189,-1.3692835404,-0.16097203,0.90815274096,4.0604800775e-06,-3.0649407821e-05,-1.4998542424e-05,338276.5531062124
423,-12467.69454901067,32681.449923118995,8793.68339497505,10047.910336185492,28420.677911133127,-39891.12806020948,68345.178164,27545.134251,-79181.118426,-1.3899322314,-0.14291827163,0.94044629249,4.2315293478e-06,-3.1198365974e-05,-1.5345335082e-05,339078.1563126253
424,-14262.75871781184,33560.504140862715,9314.520516627997,10663.962264900514,30084.590737857576,-38486.29447282896,67214.060459,27445.213273,-78400.705506,-1.4110693372,-0.12465142061,0.97356511683,4.4084740925e-06,-3.175474613e-05,-1.5700788111e-05,339879.7595190381
425,-15989.325736364142,34278.06132101899,9790.561749141447,11258.167201841685,31686.870018611597,-37002.61497046109,66065.589097,27360.094253,-77593.053186,-1.4327180243,-0.10618597682,1.0075462695,4.5916065956e-06,-3.2318533646e-05,-1.6065252062e-05,340681.3627254509
426,-17647.23881747594,34848.21188101332,10224.520940900597,11829.307807989542,33224.233186595746,-35443.12912022157,64899.334184,27289.923052,-76757.438376,-1.4549030038,-0.087538573134,1.0424294756,4.7812350917e-06,-3.288969235e-05,-1.6439093672e-05,341482.96593186376
427,-19236.494943763628,35282.621667902895,10618.6696572438,12376.214011144533,34693.530709730934,-33811.03179726261,63714.844678,27234.830255,-75893.1038,-1.4776506585,-0.068728264728,1.0782573838,4.977684574e-06,-3.346816112e-05,-1.6822696363e-05,342284.56913827657
428,-20757.13804274346,35591.06418513574,10974.920035835268,12897.765378710024,36091.752476284746,-32109.666642580076,62511.646937,27194.928962,-74999.255424,-1.5009891824,-0.049776862811,1.115075849,5.1812976034e-06,-3.4053849963e-05,-1.7216460664e-05,343086.1723446894
429,-22209.191791792102,35781.809546108736,11294.887455461452,13392.893397864787,37416.03391974735,-30342.5192119357,61289.243142,27170.312272,-74075.059632,-1.5249487339,-0.030709320759,1.1529342501,5.3924351009e-06,-3.4646635509e-05,-1.762080453e-05,343887.77555110224
430,-23592.616020327376,35861.9145397671,11579.938540476129,13860.583730710412,38663.66206862944,-28513.20981505928,60047.109593,27161.050403,-73119.640117,-1.5495616026,-0.011554182107,1.1918858454,5.6114771048e-06,-3.524635583e-05,-1.8036163513e-05,344689.37875751505
431,-24907.277290685113,35837.4428453757,11831.22832200341,14299.878229193868,39832.08093132246,-26625.486113552743,58784.69485,27167.187395,-72132.074448,-1.5748623925,0.0076558981447,1.2319881714,5.8388234663e-06,-3.5852804472e-05,-1.8462990731e-05,345490.98196392786
432,-26152.927985197803,35713.634755731946,12049.729221667214,14709.876920130157,40918.896793225125,-24683.215445220885,57501.417718,27188.737331,-71111.390285,-1.600888222,0.026883545028,1.2733034934,6.0748944468e-06,-3.646572358e-05,-1.890175658e-05,346292.58517034067
433,-27329.190316299966,35495.039806396846,12236.25376939486,15089.739854655265,41921.88313625659,-22690.376896656344,56196.665059,27225.679977,-70056.561178,-1.6276789418,0.046085951012,1.3158993111,6.3201311734e-06,-3.7084795965e-05,-1.9352948085e-05,347094.18837675353
434,-28435.542955599187,35185.62164289922,12391.472424115227,15438.68881334603,42838.98515680798,-20651.05313039771,54869.78941,27277.95576,-68966.501914,-1.6552773724,0.065214038679,1.359848932,6.5749958892e-06,-3.7709635942e-05,-1.9817067804e-05,347895.79158316634
435,-29471.308716036532,34788.84182153334,12515.927496470009,15756.008916648763,43668.32402057059,-18569.42206701525,53520.106395,27345.459947,-67840.063342,-1.6837295611,0.084211473334,1.4052321184,6.8399719225e-06,-3.8339778739e-05,-2.0294632117e-05,348697.39478957915
436,-30435.6421656736,34307.72741151556,12610.043903204114,16041.050078614036,44408.20068126452,-16449.7482934988,52146.891918,27428.035894,-66676.026612,-1.7130850602,0.10301349434,1.4521358212,7.1155632693e-06,-3.897466823e-05,-2.0786168745e-05,349498.997995992
437,-31327.516322997944,33744.925920608766,12674.137273659948,16293.228339915588,45057.0993647662,-14296.374327766192,50749.379113,27525.467178,-65473.096742,-1.7433972237,0.12154552651,1.5006550127,7.4022936571e-06,-3.961364273e-05,-2.1292213242e-05,350300.6012024048
438,-32145.707686732665,33102.75028931279,12708.419797541575,16512.02707414184,45613.69070215152,-12113.711740914827,49326.755047,27637.468399,-64229.895434,-1.7747235232,0.13972152347,1.5508936318,7.7007049132e-06,-4.0255918518e-05,-2.1813304168e-05,351102.20440881763
439,-32888.77892362759,32383.215942483737,12713.004069552962,16696.998030632716,46076.83440985134,-9906.232093335071,47878.157148,27763.674397,-62944.953021,-1.8071258781,0.15744198288,1.6029656595,8.0113544085e-06,-4.0900570715e-05,-2.2349976539e-05,351903.80761523044
440,-33555.05851336179,31588.071470630042,12687.90510062811,16847.762266012975,46445.58166247208,-7678.45779581771,46402.669378,27903.62755,-61616.699441,-1.8406709937,0.17459155806,1.656996341,8.3348112793e-06,-4.1546511074e-05,-2.2902753045e-05,352705.4108216433
441,-34142.61651831082,30718.82425714422,12633.040590024086,16964.01091519246,46719.17702181947,-5434.952836627741,44899.318117,28056.762757,-60243.454091,-1.8754306977,0.19103617065,1.713123575,8.671651033e-06,-4.2192462184e-05,-2.3472132356e-05,353507.0140280561
442,-34649.23558629246,29776.76192072374,12548.229453868717,17045.5058175295,46897.05996619962,-3180.3134210529097,43367.067811,28222.389614,-58823.414418,-1.9114822574,0.20661950344,1.7714994923,9.0224480243e-06,-4.2836927505e-05,-2.4058573623e-05,354308.6172344689
443,-35072.37600645487,28762.970499131523,12433.188560752682,17092.080021317,46978.86608473473,-919.1585776503898,41804.816386,28399.671152,-57354.643081,-1.9489086527,0.22115871926,1.8322922424,9.3877651258e-06,-4.3478156588e-05,-2.4662476012e-05,355110.2204408818
444,-35409.13336948786,27678.350064856942,12287.527526680335,17103.63810998492,46964.42778005618,1343.8793233154702,40211.390521,28587.598373,-55835.053493,-1.987798766,0.23443920816,1.8956880108,9.7681397003e-06,-4.4114104769e-05,-2.5284151708e-05,355911.8236472946
445,-35656.18695427086,26523.628472998058,12110.741340025115,17080.156405350743,46853.774633154,3604.1640531865114,38585.540879,28784.959582,-54262.39355,-2.0282474286,0.24620810871,1.9618932794,1.0164064697e-05,-4.4742386555e-05,-2.5923790326e-05,356713.4268537074
446,-35809.736384200776,25299.37394619458,11902.200475267327,17021.683016242612,46647.13334310811,5857.065022096024,36925.937482,28990.303289,-52634.227349,-2.0703552374,0.25616627406,2.0311373353,1.057596331e-05,-4.5360221972e-05,-2.6581411962e-05,357515.0300601203
447,-35865.423329883444,24006.007298651384,11661.138023923046,16928.33773108596,46344.927238208256,8097.9667714767065,35231.165532,29201.893073,-50947.914714,-2.114228008,0.26395825508,2.103675012,1.1004155132e-05,-4.596437515e-05,-2.7256805144e-05,358316.6332665331
448,-35818.23364971757,22643.814867453024,11386.633153126897,16800.311788458934,45947.77545272881,10322.27842086466,33499.722111,29417.652386,-49200.588373,-2.1599756678,0.26915974297,2.1797896104,1.1448811037e-05,-4.6551084731e-05,-2.7949444681e-05,359118.2364729459
449,-35662.37429445929,21212.963467268135,11077.59004309893,16637.86747034133,45456.49161728981,12525.443078859122,31730.014461,29635.096668,-47389.128747,-2.2077102931,0.27126174241,2.2597958843,1.1909893138e-05,-4.711598613e-05,-2.8658382536e-05,359919.8396793587
450,-35391.11620043791,19713.519487514695,10732.711007058424,16441.337571720687,44872.082211065535,14702.947177970795,29920.360876,29851.249391,-45510.136465,-2.2575428473,0.26965052104,2.3440428715,1.2387074934e-05,-4.7654026658e-05,-2.9382102424e-05,360721.44288577157
451,-34996.59152913187,18145.47516419975,10350.462116602816,16211.124721773454,44195.74450801012,16850.329720747723,28068.995783,30062.537638,-43559.903062,-2.3095779535,0.26358208898,2.4329161696,1.2879635161e-05,-4.8159376251e-05,-3.0118325326e-05,361523.0460921844
452,-34469.52754195802,16508.787065997403,9929.02886451183,15947.700547703684,43428.864092973265,18963.191418849965,26174.081399,30264.661556,-41534.380846,-2.3639056943,0.25214958718,2.5268389653,1.3386316786e-05,-4.8625339579e-05,-3.0863748345e-05,362324.6492985972
453,-33798.89225768259,14803.434632900897,9466.258551116061,15651.604723894954,42573.012065266106,21037.203707238048,24233.729565,30452.430293,-39429.153884,-2.4205889123,0.23424150004,2.6262706343,1.3905139897e-05,-4.9044280526e-05,-3.1613692669e-05,363126.25250501005
454,-32971.41244337718,13029.51247353168,8959.584380275923,15323.443853082448,41629.941783768765,23068.117608315995,22246.039231,30619.554996,-37239.413667,-2.4796436919,0.20848806669,2.7317009207,1.4433154049e-05,-4.9407578926e-05,-3.2361627267e-05,363927.85571142286
455,-31970.903829621366,11187.379907635765,8405.924131966978,14963.890228612589,40601.585288522794,25051.772439603425,20209.157877,30758.386829,-34959.945629,-2.5410094899,0.17319271176,2.8436363782,1.4966111924e-05,-4.9705654442e-05,-3.3098522486e-05,364729.45891783567
456,-30777.31579546417,9277.910469094197,7801.542691513135,14573.680462656317,39490.0493577337,26984.104340166534,18121.379484,30859.585174,-32585.137159,-2.6045035449,0.12624493498,2.9625735663,1.5498042836e-05,-4.9928117647e-05,-3.3811971234e-05,365531.0621242485
457,-29365.327397729965,7302.92179359503,7141.862327770276,14153.613964121545,38297.61115610336,28861.154587471465,15981.298159,30911.698471,-30109.024975,-2.6697514522,0.065011337786,3.0889499489,1.6020703276e-05,-5.0064150511e-05,-3.4484994494e-05,366332.66533066134
458,-27702.208502019592,5265.946542024267,6421.196258829022,13704.551315891316,37026.71361053319,30679.07771969722,13788.046201,30900.639012,-27525.411552,-2.7360818187,-0.013796674035,3.2230577449,1.6522886545e-05,-5.0103288378e-05,-3.5094423946e-05,367134.26853707415
459,-25744.42099197181,3173.683467263016,5632.369294490218,13227.412500591472,35679.9603748791,32434.14940262923,11541.659412,30809.036306,-24828.099214,-2.8023675185,-0.11427437572,3.3648971421,1.6989593739e-05,-5.0036890219e-05,-3.5608732862e-05,367935.87174348696
460,-23431.932018427233,1038.9062964612554,4766.1767917571015,12723.175018381717,34260.11050280969,34122.774063047786,9243.6315904,30615.46781,-22011.31981,-2.8667897077,-0.24147669975,3.5139323064,1.7401122882e-05,-4.9860768219e-05,-3.5985183517e-05,368737.4749498998
461,-20678.08573866477,-1113.205849274345,3810.644950630606,12192.871891534805,32770.07281489133,35741.49226374497,6897.7430896,30293.603607,-19070.480706,-2.9264959047,-0.40152559343,3.6686967823,1.7732260275e-05,-4.9579732463e-05,-3.6166214707e-05,369539.07815631264
462,-17350.153635887313,-3229.6776123332434,2750.2402756295796,11637.58953435447,31212.89990198208,37286.98777050689,4511.2678227,29811.386091,-16003.403169,-2.9771278955,-0.60156635121,3.826179227,1.7952030358e-05,-4.9215214112e-05,-3.6075196078e-05,370340.68136272545
463,-13228.760142927142,-5186.025376306859,1566.480694026765,11058.465540657282,29591.781907270466,38756.094367482605,2096.6558538,29130.533208,-12812.281319,-3.0122284313,-0.84936397067,3.9809245085,1.802500213e-05,-4.8817622681e-05,-3.5612211103e-05,371142.2845691383
464,-7921.00932678518,-6630.706466114201,251.31184595036186,10456.686350952892,27910.039984593317,40145.80233917547,-326.30002272,28206.943564,-9506.5836476,-3.0226374559,-1.1521780816,4.123857845,1.7916135454e-05,-4.8485423402e-05,-3.4651733038e-05,371943.8877755511
465,-835.3280708935281,-6253.574113415642,-1055.3099247191287,9833.484811199685,26171.119465661475,41453.26461920275,-2728.0772986,26992.981768,-6106.922331,-2.9962171516,-1.5144173403,4.2410774924,1.7602695044e-05,-4.8392298163e-05,-3.3046406659e-05,372745.4909819639
466,5747.133933782803,-520.4978324363045,-1220.7444910155764,9190.137660647479,24378.582838429626,42675.802646296586,-5067.6500861,25442.921754,-2649.3061452,-2.9186170524,-1.9336998672,4.3133761918,1.7098474164e-05,-4.8820282044e-05,-3.0644902557e-05,373547.09418837674
467,6762.81380433142,6858.995346140122,18.733245934018193,8527.962907648394,22536.10242548458,43810.91183704489,-7292.9640097,23522.398379,811.97356442,-2.7760791197,-2.39585291,4.3179464378,1.6495404347e-05,-5.0187216749e-05,-2.7335590481e-05,374348.6973947896
468,5483.424307060371,12426.644694609877,1352.3286552491988,7848.317132887313,20647.452869900768,44856.26672156025,-9345.6687254,21220.648947,4205.8013741,-2.5607491329,-2.8714324174,4.2338001925,1.6020260755e-05,-5.3039267395e-05,-2.3125428791e-05,375150.3006012024
469,3577.994852253346,16714.899982393046,2558.6705098162715,7152.592709446445,18716.503400183185,45809.72570762064,-11170.742696,18560.754025,7452.5918699,-2.2767797782,-3.3182189141,4.0503711435,1.6082719247e-05,-5.79631176e-05,-1.8242194268e-05,375951.9038076152
470,1476.71250184096,20158.633993832613,3638.671446183567,6442.2149507884305,16747.209904878593,46669.33546707569,-12728.129296,15601.172206,10478.361884,-1.9428397842,-3.6920783198,3.7746480929,1.7261424149e-05,-6.539248628e-05,-1.3201624545e-05,376753.5070140281
471,-674.2621847650881,22998.79600106794,4610.793429442337,5718.639197407638,14743.606846717288,47433.334928452205,-14000.727409,12425.76084,13228.423011,-1.587566145,-3.9613256792,3.4307012554,2.0178430191e-05,-7.5369447495e-05,-8.7478366735e-06,377555.1102204409
472,-2814.263079125927,25379.08349246369,5491.208449108184,4983.347819329,12709.798952922842,48100.158908265315,-14994.838793,9122.4489687,15674.016774,-1.2401539513,-4.1208815593,3.0508782191,2.5295864996e-05,-8e-05,-5.6395562382e-06,378356.7134268537
473,-4914.885514603162,27392.22339945853,6292.444530651233,4237.8471707156705,10649.95278235578,48668.4413301293,-15734.473582,5769.5165515,17810.552572,-0.92269440005,-4.1827831904,2.665328409,3.2768937247e-05,-8e-05,-4.4042481135e-06,379158.3166332665
474,-6961.842393857197,29101.87918391744,7024.118691667449,3483.6645542597116,8568.288329526918,49137.017954413765,-16253.763531,2430.9601609,19651.063758,-0.64781421075,-4.1648490973,2.2960377035,4.2457963193e-05,-8e-05,-5.2296936657e-06,379959.9198396794
475,-8947.66869549787,30553.90065543257,7693.707124199402,2722.3450410311293,6469.070237507997,49504.92881286846,-16590.656482,-845.12369588,21219.024173,-0.42027395705,-4.0869146113,1.9560306185,5.4058149047e-05,-8e-05,-8.0253238049e-06,380761.5230460922
476,-10868.423901747541,31782.565763610837,8307.118639447002,1955.448319700541,4356.599100941126,49771.42018296749,-16782.914661,-4024.7492881,22542.74693,-0.23984207832,-3.9665829262,1.651344139,6.7238970481e-05,-8e-05,-1.2557139791e-05,381563.126252505
477,-12722.066890699762,32814.2755110016,8869.097803014263,1184.5455124934656,2235.2026866038227,49935.946123317844,-16864.943743,-7085.0783105,23651.781906,-0.10233127935,-3.8177604555,1.3835211323,7.9929495844e-05,-8e-05,-1.8563989032e-05,382364.72945891786
478,-14507.601164830974,33669.859912940585,9383.507582367973,411.21596561943625,109.22709395700622,49998.169513642104,-16859.419845,-10011.475298,24574.851187,0.006891063025,-3.6506802421,1.1515289288,8e-05,-8e-05,-2.5824551479e-05,383166.3326653307
479,-16224.601523515099,34366.082007787656,9853.5300925641,-362.9560159141232,-2016.9722324943855,49957.962868708666,-16785.432472,-12795.082735,25338.925012,0.092299247691,-3.4725502771,0.95318209588,8e-05,-8e-05,-3.4184265698e-05,383967.9358717435
480,-17872.94115784146,34916.655286224865,10281.811606954732,-1136.3844311717085,-4139.0394743392,49815.408655623876,-16658.91981,-15431.002344,25968.965323,0.15782454561,-3.2883097132,0.78597528884,8e-05,-8e-05,-4.3559876633e-05,384769.53907815635
481,-19452.628875659684,35332.95372616419,10670.569146821459,-1907.484768449904,-6252.6271820969905,49570.79888629932,-16493.135665,-17916.998052,26488.024951,0.20681572106,-3.1012796448,0.64752688501,8e-05,-8e-05,-5.3935165516e-05,385571.14228456916
482,-20963.709149237624,35624.52054693061,11021.67010356985,-2674.677280711134,-8353.405264408924,49224.63462807313,-16299.101418,-20252.597252,26917.520496,0.24205772306,-2.9136600027,0.53579569297,8e-05,-8e-05,-6.5355653495e-05,386372.74549098196
483,-22406.198976671447,35799.44114690096,11336.69257818403,-3436.3902501283546,-10437.069938944893,48777.62510446166,-16086.004174,-22438.478779,27277.525301,0.26583881185,-2.7268872053,0.44910599397,8e-05,-8e-05,-7.783704958e-05,387174.3486973948
484,-23780.046709575356,35864.62198070419,11616.971678926653,-4191.063175458263,-12499.352457058321,48230.686099014216,-15861.507917,-24476.024523,27579.727464,0.28005908095,-2.5418383149,0.37699719818,8e-05,-8e-05,-8e-05,387975.95190380764
485,-25085.104106423223,35826.00272037648,11863.635400733276,-4937.14997442539,-14536.027864313066,47584.938096088365,-15632.012919,-26367.008927,27832.902049,0.28629500952,-2.3590030443,0.31583529448,8e-05,-8e-05,-8e-05,388777.55511022045
486,-26321.106282276953,35688.72012262846,12077.632636399308,-5673.122158091757,-16542.923675932856,46841.70402439589,-15402.871716,-28113.390124,28044.525371,0.28585365081,-2.1786105428,0.2640000947,8e-05,-8e-05,-8e-05,389579.15831663326
487,-27487.656204478397,35457.23628650789,12259.755137512246,-6397.4719583275055,-18515.928413684705,46002.50652475792,-15178.566156,-29717.170845,28220.963078,0.27982118595,-2.00071645,0.22010603975,8e-05,-8e-05,-8e-05,390380.7615230461
488,-28584.211546223367,35135.440245435166,12410.654740972717,-7108.715418304013,-20451.000033550525,45069.06484470381,-14962.851246,-31180.306882,28367.629189,0.26910435008,-1.8252622057,0.18296597285,8e-05,-8e-05,-8e-05,391182.36472945893
489,-29610.07241830252,34726.72925532282,12530.85681196904,-7805.395431337276,-22344.17420271848,44043.291303248916,-14758.871398,-32504.647727,28489.118865,0.25446486056,-1.6521152048,0.15155837136,8e-05,-8e-05,-8e-05,391983.96793587174
490,-30564.368906276373,34234.074421906866,12620.770598809906,-8486.084725834056,-24191.572420633587,42927.287370638376,-14569.254051,-33691.898872,28589.318281,0.23654764047,-1.4810958028,0.12499877144,8e-05,-8e-05,-8e-05,392785.5711422846
491,-31446.0475692705,33660.07412214995,12680.697008167721,-9149.38879071808,-25989.409968953692,41723.339377489545,-14396.184855,-34743.598526,28671.494884,0.21590382219,-1.3119953186,0.10251531157,8e-05,-8e-05,-8e-05,393587.1743486974
492,-32253.856196276512,33006.997737859456,12710.834154050397,-9793.948731466895,-27734.003662657993,40433.913822127746,-14241.467826,-35661.103838,28738.371021,0.19300949287,-1.1445878761,0.083427981336,8e-05,-8e-05,-8e-05,394388.7775551102
493,-32986.32610585134,32276.821774994445,12711.28094526487,-10418.444053818923,-29421.779395063302,39061.65231697516,-14106.573208,-36445.583219,28792.183476,0.16828103618,-0.97863802836,0.067131037472,8e-05,-8e-05,-8e-05,395190.38076152303
494,-33641.75129354004,31471.259776564777,12682.038850092893,-11021.595369623354,-31049.27946166954,37609.366179274286,-13992.675176,-37098.012469,28834.731,0.14208779544,-0.81390548909,0.053078036673,8e-05,-8e-05,-8e-05,395991.9839679359
495,-34218.16360778706,30591.787281499677,12623.011922542064,-11602.167017420636,-32613.169642569763,36080.03067105516,-13900.681059,-37619.173096,28867.411538,0.11476266132,-0.65014788193,0.040768970792,8e-05,-8e-05,-8e-05,396793.5871743487
496,-34713.30299607686,29639.662780249866,12534.005088712294,-12158.969594543223,-34110.24603489883,34476.77890277646,-13831.253337,-38009.651755,28891.250449,0.086611082291,-0.48712212783,0.029739041723,8e-05,-8e-05,-8e-05,397595.1903807615
497,-35124.581624442675,28615.94549543129,12414.72062149467,-12690.862393373607,-35537.44161538627,32802.895415095474,-13784.82535,-38269.840052,28906.920721,0.057918913578,-0.32458490057,0.01954866478,8e-05,-8e-05,-8e-05,398396.7935871744
498,-35449.040370579525,27521.510697157675,12264.752649712098,-13196.755737884587,-36891.83252262216,31061.80945128256,-13761.611357,-38399.9342,28914.755858,0.028959456817,-0.16229244927,0.0097743322949,8e-05,-8e-05,-8e-05,399198.3967935872
499,-35683.29575853599,26357.063238345672,12083.579458874136,-13675.613216628773,-38170.644048712435,29257.087930445632,-13761.611357,-38399.9342,28914.755858,0.0,0.0,0.0,8e-05,-8e-05,-8e-05,400000.0
