,i_x,i_y,i_z,t_x,t_y,t_z,r1,r2,r3,r1dot,r2dot,r3dot,u1,u2,u3,t
199,4942.097313998548,13837.493548877197,1732.5532759688,1484.9998573676548,3061.753265389285,49884.06325140935,132567.55528,100009.51049,-33155.108934,0.18465240545,0.43033815136,-0.36027069951,-6.1577569537e-06,7.5138247103e-06,7.4461587533e-06,159519.0380761523
200,2951.948352040376,17835.093788132694,2898.7851357217787,712.426887257391,937.0429499516163,49986.13511008405,132712.56603,100344.39506,-33446.923929,0.18090092022,0.41776849512,-0.36403920627,-6.1431777968e-06,7.4972238698e-06,7.4289211669e-06,160320.64128256514
201,825.8236669754402,21076.05507514577,3944.1306310544783,-61.60558956771456,-1189.5869948917498,49985.80162753648,132854.59695,100669.2314,-33741.744205,0.17718357131,0.40523333413,-0.36778829433,-6.1284037286e-06,7.4799398102e-06,7.4112303106e-06,161122.24448897797
202,-1326.1891478428497,23764.479562600343,4886.900945466302,-835.5118688547639,-3313.7798994291556,49883.063632535435,132993.67428,100984.0474,-34039.553628,0.17349895923,0.39273295532,-0.37151725558,-6.1134335565e-06,7.4619724941e-06,7.3930860531e-06,161923.84769539078
203,-3456.3797135810973,26025.235972041926,5742.124182922996,-1607.7064589701451,-5431.183956429005,49678.131548340505,133129.82314,101288.87116,-34340.3355,0.16984570997,0.38026764852,-0.37522538547,-6.0982661585e-06,7.4433217126e-06,7.3744882132e-06,162725.45090180362
204,-5541.822005425567,27940.574286497304,6521.354850433751,-2376.607383905534,-7537.461292246445,49371.425205181324,133263.06761,101583.73105,-34644.072561,0.16622247423,0.36783770669,-0.37891198272,-6.0829004799e-06,7.423987088e-06,7.3554365606e-06,163527.05410821643
205,-7570.813945577844,29567.865011517057,7233.48777202002,-3140.6394168065303,-9628.29683254812,48963.57294265571,133393.43068,101868.65564,-34950.746989,0.16262792673,0.35544342618,-0.38257634915,-6.0673355311e-06,7.4039680759e-06,7.3359308165e-06,164328.65731462926
206,-9537.204544542703,30948.936810249033,7885.471875951402,-3898.2373055841304,-11699.407138191951,48455.41031566383,133520.9343,102143.67376,-35260.340407,0.15906076548,0.34308510686,-0.38621778939,-6.0515703844e-06,7.3832639677e-06,7.3159706537e-06,165130.2605210421
207,-11437.75464906669,32115.367121761246,8482.82660044368,-4647.848978488688,-13746.549177231082,47847.97836809264,133645.5994,102408.81448,-35572.833883,0.15551971113,0.33076305239,-0.38983561075,-6.0356041722e-06,7.3618738924e-06,7.2955556979e-06,165931.8637274549
208,-13270.807734038972,33091.66835475494,9030.003578110416,-5387.938726252845,-15765.529025026479,47142.52153833578,133767.44589,102664.10712,-35888.207929,0.15200350632,0.31847757041,-0.39342912295,-6.0194360844e-06,7.3397968189e-06,7.274685528e-06,166733.46693386775
209,-15035.578913435447,33897.304783895874,9530.6409870754,-6116.990346381373,-17752.210450361796,46340.485075048826,133886.49272,102909.58125,-36206.442509,0.14851091505,0.30622897267,-0.39699763794,-6.0030653662e-06,7.3170315579e-06,7.2533596762e-06,167535.07014028056
210,-16731.755975106676,34548.02363654312,9987.745099961006,-6833.510249781787,-19702.523390651753,45443.51208848584,134002.75783,103145.26668,-36527.517033,0.14504072208,0.29401757528,-0.40054046973,-5.9864913161e-06,7.2935767633e-06,7.2315776294e-06,168336.6733466934
211,-18359.266848605028,35056.76453834983,10403.822126084546,-7536.030521132822,-21612.472291544665,44453.4401853424,134116.25821,103371.19349,-36851.410367,0.14159173233,0.28184369887,-0.40405693417,-5.9697132838e-06,7.2694309348e-06,7.2093388289e-06,169138.2765531062
212,-19918.139620379327,35434.2995996351,10780.975616068987,-8223.111926927142,-23478.14429467428,43372.29770742236,134227.00993,103587.39203,-37178.100827,0.13816277035,0.26970766873,-0.40754634879,-5.9527306684e-06,7.2445924186e-06,7.1866426716e-06,169939.87975951904
213,-21408.415844793773,35689.69538571707,11120.97955526325,-8893.34686083319,-25295.717244714382,42202.2995547245,134335.02811,103793.89288,-37507.566184,0.13475267973,0.257609815,-0.4110080326,-5.9355429167e-06,7.2190594098e-06,7.16348851e-06,170741.48296593188
214,-22830.095288562177,35830.65369997946,11425.333975835689,-9545.362228148777,-27061.46752198232,40945.84266035567,134440.32697,103990.72693,-37839.783664,0.13136032262,0.24555047284,-0.41444130597,-5.9181495212e-06,7.1928299533e-06,7.1398756529e-06,171543.0861723447
215,-24183.09949740889,35863.76782731785,11695.307769113335,-10177.82223945878,-28771.77761573744,39605.50098311983,134542.91982,104177.92531,-38174.729949,0.12798457919,0.23352998258,-0.41784549038,-5.9005500188e-06,7.1659019458e-06,7.115803366e-06,172344.68937875752
216,-25467.24669635822,35794.718407462526,11931.971947099824,-10789.431226182067,-30423.14376044441,38184.02063848518,134642.8191,104355.51945,-38512.381178,0.12462434715,0.22154868984,-0.42121990835,-5.8827439892e-06,7.1382731365e-06,7.0912708722e-06,173146.29258517033
217,-26682.233405284514,35628.42536694689,12136.225653479816,-11378.9361699109,-32012.182757249204,36684.313636348816,134740.03636,104523.54105,-38852.712948,0.12127854128,0.20960694573,-0.42456388321,-5.864731053e-06,7.1099411289e-06,7.066277352e-06,173947.89579158317
218,-27827.61984175633,35369.16727846356,12308.816568116818,-11945.129404004058,-33535.63928740112,35109.452534068536,134834.58233,104682.0221,-39195.700314,0.11794609295,0.19770510698,-0.427876739,-5.846510871e-06,7.0809033817e-06,7.0408219443e-06,174749.498997996
219,-28902.8171758324,35020.67620586452,12450.356897602345,-12486.850946085406,-34990.392180408024,33462.663561606336,134926.46686,104830.99487,-39541.317789,0.11462594972,0.18584353604,-0.43115780029,-5.8280831425e-06,7.0511572102e-06,7.0149037464e-06,175551.10220440882
220,-29907.075299901197,34586.21382634971,12561.335819484348,-13002.99101172295,-36373.46119657006,31747.320559374428,135015.69898,104970.49195,-39889.539346,0.11131707485,0.17402260129,-0.43440639203,-5.8094476039e-06,7.0206997871e-06,6.9885218147e-06,176352.70541082165
221,-30839.470135634874,34068.63302368577,12642.129006537087,-13492.492186399091,-37682.01284485373,29966.937651040105,135102.28692,105100.5462,-40240.338416,0.10801844694,0.16224267711,-0.43762183946,-5.7906040276e-06,6.9895281435e-06,6.9616751649e-06,177154.30861723446
222,-31698.889672718615,33470.42814891349,12693.005696789993,-13954.35163408692,-38913.36630820347,28125.162252562466,135186.23807,105221.1908,-40593.687889,0.1047290595,0.15050414405,-0.4408034679,-5.7715522212e-06,6.9576391701e-06,6.9343627726e-06,177955.9118236473
223,-32484.0180551112,32793.77624816062,12714.133623941065,-14387.623180723771,-40064.99901567064,26225.767617507237,135267.55904,105332.45925,-40949.560116,0.10144792057,0.13880738895,-0.44395060268,-5.7522920257e-06,6.9250296179e-06,6.9065835738e-06,178757.51503006014
224,-33193.31700812721,32040.571146633356,12705.582038443377,-14791.419154150368,-41134.55153552235,24272.644896630434,135346.25568,105434.38535,-41307.926904,0.098174052342,0.12715280507,-0.44706256897,-5.7328233152e-06,6.8916960989e-06,6.8783364647e-06,179559.11823647295
225,-33825.00386811769,31212.45176111588,12667.322942769348,-15164.912358709,-42119.832844747885,22269.795512222317,135422.33303,105527.00321,-41668.759523,0.094906490805,0.1155407922,-0.45013869168,-5.7131459952e-06,6.8576350869e-06,6.8496203027e-06,180360.72144288578
226,-34377.02537631349,30310.825742440276,12599.230592082338,-15507.33756771178,-43018.82425355461,20221.32253455127,135495.79538,105610.34731,-42032.028697,0.091644285382,0.10397175681,-0.45317829531,-5.6932600023e-06,6.8228429186e-06,6.8204339063e-06,181162.3246492986
227,-34847.02620546271,29336.889389871474,12501.079242898555,-15817.993360329785,-43829.68429094695,18131.422783088394,135566.64628,105684.45241,-42397.704612,0.0883864986,0.092446112157,-0.45618070387,-5.6731653028e-06,6.7873157936e-06,6.7907760558e-06,181963.92785571143
228,-35232.310942955046,28291.64460976836,12372.539051585829,-16096.243302090492,-44550.75176443255,16004.377827837761,135634.88853,105749.35363,-42765.75691,0.085132205758,0.080964278387,-0.45914524072,-5.6528618919e-06,6.7510497752e-06,6.7606454933e-06,182765.53106212424
229,-35529.797907779575,27175.913620810643,12213.169943440287,-16341.517237775453,-45180.54912775069,13844.544951725564,135700.5242,105805.08645,-43136.154688,0.081880494608,0.069526682684,-0.46207122848,-5.6323497933e-06,6.7140407914e-06,6.730040923e-06,183567.13426853708
230,-35735.9626912323,25990.352094528,12022.413175505679,-16553.312689432645,-45717.78615540601,11656.348995060234,135763.55463,105851.68665,-43508.866503,0.078630465051,0.058133759369,-0.46495798891,-5.6116290576e-06,6.6762846344e-06,6.698961012e-06,184368.7374749499
231,-35846.768636213834,24735.46147559228,11799.58019566911,-16731.195827452793,-46161.362421467384,9444.273086069017,135823.98046,105889.19042,-43883.860365,0.075381228835,0.046785950015,-0.46780484281,-5.5906997624e-06,6.637776962e-06,6.6674043898e-06,185170.34068136272
232,-35857.580546357785,23411.601366426832,11543.838247963658,-16874.802206666267,-46510.369124428944,7212.848962998561,135881.80163,105917.63427,-44261.103739,0.072131909267,0.035483703562,-0.47061110989,-5.5695620108e-06,6.5985132975e-06,6.6353696491e-06,185971.94388777556
233,-35763.05654820017,22019.003143896665,11254.19196271825,-16983.837608656027,-46764.0912183899,4966.648006202493,135937.01738,105937.05509,-44640.563546,0.068881640939,0.02422747643,-0.47337610872,-5.5482159313e-06,6.55848903e-06,6.6028553461e-06,186773.54709418837
234,-35557.01104921088,20557.78647045719,10929.4598808112,-17058.078661466287,-46922.00892739036,2710.2720133448493,135989.62625,105947.49015,-45022.206156,0.06562956945,0.013017732627,-0.47609915655,-5.5266616767e-06,6.5176994146e-06,6.5698600002e-06,187575.1503006012
235,-35232.23921640866,19027.981088870452,10568.244512379613,-17097.373268345145,-46983.79872688947,448.34357372101795,136039.62613,105948.97708,-45405.997394,0.062374851152,0.0018549438617,-0.47877956929,-5.5048994236e-06,6.4761395731e-06,6.5363820947e-06,188376.75350701404
236,-34780.28870975464,17429.55774583261,10168.893900395007,-17101.640932240247,-46949.33404226215,-1814.5033891483386,136087.01423,105941.5539,-45791.902534,0.05911665289,-0.009260410353,-0.48141666136,-5.4829293717e-06,6.4338044935e-06,6.5024200771e-06,189178.35671342685
237,-34191.158462793006,15762.474256234484,9729.451924192164,-17070.87290712002,-46818.685472460995,-4073.6330279905796,136131.7871,105925.25904,-46179.886298,0.055854151761,-0.020327842588,-0.48400974559,-5.4607517432e-06,6.3906890307e-06,6.4679723587e-06,189979.9599198397
238,-33452.89327286025,14026.746976939652,9247.593258866415,-17005.132225928013,-46592.1206719148,-6324.4171201951085,136173.94063,105900.1313,-46569.912857,0.052586534874,-0.031346857393,-0.4865581332,-5.4383667823e-06,6.3467879064e-06,6.4330373153e-06,190781.5631262525
239,-32551.028212240482,12222.564592935805,8720.537325514442,-16904.55356957344,-46270.10379718492,-8562.244542379933,136213.47009,105866.2099,-46961.94583,0.049312999119,-0.042316951191,-0.4890611336,-5.4157747545e-06,6.3020957088e-06,6.3976132872e-06,191583.16633266534
240,-31467.807501968648,10350.47496847405,8144.932544485043,-16769.34299048621,-45853.29455465126,-10782.53071506097,136250.37009,105823.53445,-47355.948279,0.046032750945,-0.053237612174,-0.4915180544,-5.3929759461e-06,6.2566068932e-06,6.3616985793e-06,192384.76953907817
241,-30181.056018451076,8411.701315708748,7516.698119167982,-16599.777489580567,-45342.54684652483,-12980.7269942534,136284.63463,105772.14502,-47751.882708,0.042745006145,-0.064108320196,-0.49392820126,-5.3699706634e-06,6.2103157816e-06,6.3252914613e-06,193186.37274549098
242,-28662.496036902063,6408.695838379571,6830.804021680247,-16396.204451990892,-44738.90703029328,-15152.329991881485,136316.25706,105712.08206,-48149.711067,0.039448989642,-0.074928546676,-0.49629087783,-5.3467592325e-06,6.1632165625e-06,6.2883901677e-06,193987.97595190382
243,-26875.136702930573,4346.152803664886,6080.959856799361,-16159.040932800997,-44043.61176797312,-17292.890800847,136345.23016,105643.38646,-48549.394743,0.036143935287,-0.085697754485,-0.49860538565,-5.3233419986e-06,6.1153032911e-06,6.2509928979e-06,194789.57915831663
244,-24769.0350446989,2232.96562241478,5259.170415600581,-15888.772802532867,-43258.08549232033,-19398.02410906975,136371.54606,105566.09957,-48950.894562,0.032829085663,-0.096415397852,-0.5008710241,-5.2997193255e-06,6.066569889e-06,6.2130978164e-06,195591.18236472947
245,-22274.01594558369,86.28346370127716,4355.1078524528,-15585.953752312273,-42383.937490153774,-21463.41718384302,136395.19631,105480.26316,-49354.170787,0.029503691894,-0.10708092226,-0.50308709027,-5.275891595e-06,6.0170101437e-06,6.1747030529e-06,196392.7855711423
246,-19286.2878185137,-2059.2563045104025,3355.3030238018036,-15251.204153841454,-41422.95858995513,-23484.83869986379,136416.17187,105385.91946,-49759.183115,0.026167013454,-0.11769376435,-0.50525287892,-5.2518592064e-06,5.9666177088e-06,6.135806702e-06,197194.3887775551
247,-15641.776246410369,-4127.6453560646505,2242.603327301211,-14885.209781324887,-40377.117473672726,-25458.147396547964,136434.46311,105283.11116,-50165.890676,0.022818317993,-0.12825335179,-0.5073676824,-5.2276225763e-06,5.9153861036e-06,6.0964068236e-06,197995.99198396795
248,-11058.843142983615,-5927.331388416482,999.4627857258857,-14488.72047358766,-39248.556826032844,-27379.300645848503,136450.05981,105171.88142,-50574.252031,0.019456881156,-0.13875910324,-0.50943079052,-5.2031821374e-06,5.8633087125e-06,6.0565014425e-06,198797.59519038076
249,-5029.975487023054,-6851.611068148981,-354.7993378109702,-14062.548494757466,-38039.588663872855,-29244.362617788564,136462.95118,105052.27386,-50984.22517,0.016081986418,-0.14921042818,-0.51144149056,-5.1785383388e-06,5.8103787847e-06,6.0160885489e-06,199599.1983967936
250,2634.105181134409,-4495.7698465700005,-1388.6833155404433,-13607.566924787985,-36752.689748628756,-31049.51238888329,136473.12587,104924.3326,-51395.767508,0.012692924913,-0.15960672685,-0.51339906711,-5.1536916448e-06,5.7565894343e-06,5.9751660979e-06,200400.8016032064
251,6713.664936197056,2960.4309243479165,-731.0161021506487,-13124.707897820548,-35390.4965850341,-32791.051841258784,136480.57196,104788.10223,-51808.835886,0.0092889952772,-0.16994739014,-0.51530280206,-5.1286425348e-06,5.701933639e-06,5.9337320095e-06,201202.40480961924
252,6328.445450162305,9520.727367412053,621.7596549393694,-12614.96060742339,-33955.79978922136,-34465.41307672516,136485.27697,104643.62784,-52223.386567,0.0058695034906,-0.1802317995,-0.51715197448,-5.1033915028e-06,5.6464042402e-06,5.8917841687e-06,202004.00801603208
253,4680.688083876001,14450.538157168663,1902.8703503771587,-12079.369374050773,-32451.538626397287,-36069.16589814468,136487.22788,104490.95503,-52639.375233,0.0024337627245,-0.19045932684,-0.5189458606,-5.0779390566e-06,5.5899939426e-06,5.8493204253e-06,202805.6112224449
254,2660.443556195002,18325.89085091269,3051.1538006097367,-11519.031453002548,-30880.794846532244,-37599.02475273613,136486.41112,104330.12991,-53056.756983,-0.0010189068066,-0.20062933442,-0.52068373366,-5.0522857173e-06,5.5326953129e-06,5.8063385937e-06,203607.21442885773
255,526.2131694991953,21480.058078404327,4081.173191444764,-10935.09477595295,-29246.786343032618,-39051.855405927854,136482.81258,104161.19911,-53475.486333,-0.0044891779897,-0.21074117476,-0.52236486393,-5.026432019e-06,5.4745007799e-06,5.7628364527e-06,204408.81763527053
256,-1624.8293327281601,24102.684909024894,5010.939131334924,-10328.755649141727,-27552.860694675237,-40424.68150100306,136476.41762,103984.20978,-53895.51721,-0.0079777169543,-0.22079419055,-0.52398851856,-5.0003785084e-06,5.4154026337e-06,5.7188117455e-06,205210.42084168337
257,-3749.8179838607207,26311.11487087711,5854.957589403447,-9701.25622380462,-25802.488095803295,-41714.6904314773,136467.21106,103799.20961,-54316.802951,-0.01148518321,-0.23078771454,-0.52555396157,-4.9741257434e-06,5.3553930246e-06,5.6742621792e-06,206012.0240480962
258,-5827.935251583926,28183.332450907652,6624.362953811333,-9053.88216923687,-23999.254831519735,-42919.239788235354,136455.17721,103606.24683,-54739.2963,-0.015012229782,-0.24072106945,-0.52706045374,-4.9476742936e-06,5.2944639631e-06,5.629185425e-06,206813.62725450902
259,-7848.493594493665,29774.10699464984,7327.741022440774,-8387.959738917123,-22146.85512703323,-44035.86176352026,136440.29985,103405.37022,-55162.949409,-0.018559503341,-0.25059356788,-0.52850725257,-4.921024739e-06,5.2326073184e-06,5.5835791173e-06,207615.23046092186
260,-9805.864580290601,31123.584750719892,7971.814818545598,-7704.85303833475,-20249.083532458746,-45062.26847206224,136422.56226,103196.62913,-55587.713827,-0.022127644331,-0.2604045122,-0.52989361217,-4.8941776697e-06,5.1698148181e-06,5.5374408541e-06,208416.83366733466
261,-11697.090207368969,32262.202210123924,8561.936318088674,-7005.96153823553,-18309.827984728225,-45996.35713363086,136401.9472,102980.07346,-56013.540507,-0.025717287098,-0.27015319446,-0.53121878326,-4.8671336851e-06,5.1060780471e-06,5.4907681959e-06,209218.4368737475
262,-13520.668623624035,33213.66739013499,9102.430608249164,-6292.717140672353,-16333.061660933363,-46836.2142713674,136378.43693,102755.7537,-56440.379796,-0.029329060013,-0.27983889632,-0.53248201303,-4.8398933935e-06,5.041388447e-06,5.4435586661e-06,210020.04008016034
263,-15275.899798908962,33996.85894683862,9596.838333770831,-5566.581037554469,-14322.834274520708,-47580.11927531066,136352.01322,102523.72093,-56868.181436,-0.032963585587,-0.2894608889,-0.53368254511,-4.8124574112e-06,4.9757373146e-06,5.3958097499e-06,210821.64328657315
264,-16962.51623100717,34627.086042254334,10048.0891535783,-4829.040794345259,-12283.263987417327,-48226.54809623244,136322.65732,102284.02679,-57296.894557,-0.0366214806,-0.29901843274,-0.5348196195,-4.7848263622e-06,4.9091158017e-06,5.3475188946e-06,211623.24649298599
265,-18580.46665922575,35116.95296932876,10458.628017461364,-4081.607416851446,-10218.529286498766,-48774.1764104704,136290.35002,102036.72356,-57726.467682,-0.040303356209,-0.30851077768,-0.53589247248,-4.757000877e-06,4.8415149135e-06,5.2986835084e-06,212424.8496993988
266,-20129.785358477657,35476.96990185555,10830.508664080722,-3325.812160633418,-8132.860162904741,-49221.88229533023,136255.07161,101781.86412,-58156.848713,-0.044009818067,-0.31793716275,-0.53690033657,-4.7289815922e-06,4.7729255079e-06,5.2493009603e-06,213226.45290581163
267,-21610.510850641756,35715.995181785824,11165.463932555345,-2563.2033973334505,-6030.529454709096,-49568.74856285068,136216.8019,101519.50194,-58587.984938,-0.047741466437,-0.32729681612,-0.53784244044,-4.7007691497e-06,4.703338294e-06,5.1993685796e-06,214028.05611222444
268,-23022.63387379972,35841.562493644095,11464.959352097412,-1795.3434632043459,-3915.8441506128192,-49814.064607244276,136175.52022,101249.69115,-59019.823021,-0.051498896302,-0.33658895499,-0.53871800886,-4.6723641961e-06,4.6327438315e-06,5.148883655e-06,214829.65931863728
269,-24366.062898490523,35860.12745689717,11730.234454336198,-1023.8054539671216,-1793.1365545677368,-49957.32784129217,136131.20543,100972.48651,-59452.309003,-0.055282697477,-0.34581278546,-0.5395262626,-4.6437673814e-06,4.5611325291e-06,5.0978434342e-06,215631.26252505012
270,-25640.600197571875,35777.25651226359,11962.334901774942,-250.17000325823707,333.24458712233877,-49998.24476213837,136083.83593,100687.94343,-59885.388296,-0.059093454718,-0.35496750249,-0.54026641837,-4.6149793587e-06,4.4884946434e-06,5.0462451234e-06,216432.86573146292
271,-26845.924127452643,35597.77375721939,12162.137635813688,523.9779684102151,2458.9430301955076,-49936.73155070353,136033.38964,100396.11794,-60319.005682,-0.062931747831,-0.36405228978,-0.54093768879,-4.5860007832e-06,4.4148202777e-06,4.994085886e-06,217234.46893787576
272,-27981.574890454267,35325.87646085458,12330.370602478319,1297.0524808042596,4579.603902097243,-49772.91422519023,135979.84402,100097.06679,-60753.105307,-0.066798151781,-0.3730663197,-0.54153928224,-4.5568323112e-06,4.3400993806e-06,4.9413628426e-06,218036.07214428857
273,-29046.941928494864,34965.22701043334,12467.628205492709,2067.4697546966718,6690.882655694563,-49507.12839299207,135923.1761,99790.847344,-61187.63068,-0.070693236796,-0.38200875317,-0.54207040285,-4.527474599e-06,4.2643217446e-06,4.8880730696e-06,218837.6753507014
274,-30041.25169271654,34519.026737055225,12574.38330317201,2833.6514557401756,8788.453967698553,-49139.91856258786,135863.36242,99477.517693,-61622.524668,-0.074617568479,-0.39087873959,-0.5425302504,-4.4979283024e-06,4.1874770048e-06,4.8342135985e-06,219639.27855711424
275,-30963.5548056804,33990.07582056816,12650.996375667106,3594.0279268589443,10868.020596784516,-48672.03702644735,135800.37908,99157.136598,-62057.729494,-0.078571707912,-0.39967541674,-0.54291802025,-4.4681940753e-06,4.1095546372e-06,4.7797814152e-06,220440.88176352705
276,-31812.71187840757,33380.82212715755,12697.722274635062,4347.041404045806,12925.322187505986,-48104.44232195231,135734.20176,98829.763523,-62493.186731,-0.082556211763,-0.40839791071,-0.54323290325,-4.4382725691e-06,4.0305439574e-06,4.7247734587e-06,221242.4849699399
277,-32587.377261423353,32693.40137202438,12714.714880906606,5091.149207647328,14956.143998154039,-47438.29726570349,135664.80566,98495.458644,-62928.837301,-0.086571632393,-0.41704533578,-0.54347408567,-4.4081644308e-06,3.9504341191e-06,4.6691866204e-06,222044.0881763527
278,-33285.980044643395,31929.67031232577,12702.029868818136,5824.826902913132,16956.325535698277,-46674.96657275915,135592.16557,98154.282857,-63364.621469,-0.090618517964,-0.42561679436,-0.54364074913,-4.377870303e-06,3.8692141121e-06,4.6130177428e-06,222845.69138276554
279,-33906.7015424881,31091.234351302493,12659.625697441617,6546.5714222696315,18921.769076950313,-45816.01405376678,135516.25582,97806.297786,-63800.47884,-0.094697412548,-0.43411137689,-0.5437320705,-4.3473908216e-06,3.7868727608e-06,4.5562636185e-06,223647.29458917837
280,-34447.448456079714,30179.470565053376,12587.362868311866,7254.904142028312,20848.448055984434,-44863.19939309411,135437.05032,97451.565792,-64236.348356,-0.098808856233,-0.44252816176,-0.54374722182,-4.3167266155e-06,3.7033987226e-06,4.4989209888e-06,224448.89779559118
281,-34905.820534975974,29195.547231725828,12485.001430607244,7948.373921989097,22732.41534362461,-43818.474633573125,135354.52256,97090.149989,-64672.168292,-0.10295338524,-0.4508662152,-0.54368537022,-4.2858783048e-06,3.6187804861e-06,4.4409865429e-06,225250.50100200402
282,-35279.07154303331,28140.44039442624,12352.196604436598,8625.560069801184,24569.811308421144,-42683.98008398322,135268.64558,96722.114244,-65107.876251,-0.10713153201,-0.45912459124,-0.54354567782,-4.2548464995e-06,3.5330063687e-06,4.3824569158e-06,226052.10420841683
283,-35564.061781711884,27014.9483209005,12188.49235012666,9285.075247661014,26356.871713209224,-41462.03993305406,135179.39201,96347.523197,-65543.409158,-0.11134382537,-0.46730233156,-0.54332730164,-4.2236317984e-06,3.4460645154e-06,4.3233286879e-06,226853.70741482967
284,-35757.19999740049,25819.704476860614,11993.31258034202,9925.568325117736,28089.935457252148,-40155.15755253189,135086.73406,95966.442262,-65978.703261,-0.11559079057,-0.47539846548,-0.54302939353,-4.1922347876e-06,3.3579428964e-06,4.2635983826e-06,227655.3106212425
285,-35854.371859336425,24555.189778756827,11765.949616222311,10545.727144027664,29765.45206751738,-38766.01033491483,134990.64352,95578.937645,-66413.694122,-0.11987294948,-0.48341200981,-0.54265110003,-4.1606560389e-06,3.268629305e-06,4.2032624652e-06,228456.9138276553
286,-35850.85069581023,23221.7451363512,11505.549244416163,11144.281195142608,31379.988939669987,-37297.444163829125,134891.09176,95185.076348,-66848.316617,-0.12419082063,-0.49134196882,-0.54219156231,-4.1288961083e-06,3.1781113557e-06,4.1423173414e-06,229258.51703406815
287,-35741.18609513472,21819.58528844288,11211.091714709579,11720.00423592609,32930.238412974184,-35752.46765822612,134788.04974,94784.92618,-67282.504927,-0.1285449194,-0.49918733411,-0.54164991601,-4.0969555343e-06,3.0863764819e-06,4.0807593555e-06,230060.12024048096
288,-35519.062098980714,20348.815898656863,10881.367450131469,12271.716789667185,34413.02450951698,-34134.24594892904,134681.48801,94378.555772,-67716.192535,-0.13293575809,-0.50694708456,-0.54102529122,-4.0648348367e-06,2.9934119332e-06,4.0185847882e-06,230861.7234468938
289,-35177.11521112607,18809.456369393894,10514.94604404526,12798.288546043384,35825.30939643857,-32446.094150135694,134571.37671,93966.03458,-68149.312224,-0.13736384607,-0.51462018624,-0.54031681229,-4.0325345142e-06,2.8992047741e-06,3.9557898556e-06,231663.3266533066
290,-34706.697404502345,17201.472445757423,10110.136451368291,13298.640834594442,37164.200053942695,-30691.471098346836,134457.68558,93547.432903,-68581.79607,-0.14182968992,-0.52220559234,-0.53952359775,-4.0000550431e-06,2.8037418802e-06,3.8923707063e-06,232464.92985971944
291,-34097.56249375544,15524.82509829059,9664.935424336858,13771.748570747317,38426.95345966346,-28873.97140164234,134340.38394,93122.821887,-69013.575437,-0.14633379351,-0.52970224305,-0.53864476018,-3.9673968753e-06,2.707009937e-06,3.8283234201e-06,233266.53306613228
292,-33337.44332664138,13779.546563630718,9176.959972631497,14216.642452220352,39610.98247489834,-26997.318172613806,134219.44073,92692.273537,-69444.580973,-0.15087665819,-0.53710906554,-0.53767940609,-3.9345604364e-06,2.6089954362e-06,3.7636440055e-06,234068.1362725451
293,-32411.4696890315,11965.862191645352,8643.35772105927,14632.411058485724,40713.86147431174,-25065.356242168782,134094.82447,92255.860733,-69874.742605,-0.15545878291,-0.54442497383,-0.5366266358,-3.9015461235e-06,2.5096846738e-06,3.6983283975e-06,234869.73947895793
294,-31301.3477652904,10084.391057847351,8060.6861665441365,15018.202600091901,41733.33097516886,-23082.043488787913,133966.50329,91813.657231,-70303.989533,-0.16008066436,-0.55164886874,-0.5354855433,-3.8683543033e-06,2.409063747e-06,3.6323724553e-06,235671.34268537074
295,-29984.169585016098,8136.486940065945,7424.747206385918,15373.22671566551,42667.302417095125,-21051.443124436468,133834.44494,91365.737681,-70732.250228,-0.16474279708,-0.55877963783,-0.53425521609,-3.8349853101e-06,2.3071185511e-06,3.5657719599e-06,236472.94589178357
296,-28430.627741239245,6124.839072532831,6730.356428203285,15696.756097907804,43513.86245593072,-18977.71519313273,133698.61674,90912.177637,-71159.45242,-0.1694456737,-0.56581615526,-0.53293473509,-3.8014394431e-06,2.2038347772e-06,3.4985226115e-06,237274.5490981964
297,-26602.231188507067,4054.5783141233724,5971.016279890015,15988.127939834976,44271.27676444155,-16865.108105400817,133558.98565,90453.053564,-71585.523101,-0.17418978499,-0.57275728178,-0.53152317442,-3.7677169645e-06,2.0991979084e-06,3.4306200268e-06,238076.15230460922
298,-24446.750668051696,1935.4335636862827,5138.448980910706,16246.745309629765,44937.99363123389,-14717.949895560545,133415.51822,89988.44285,-72010.388513,-0.17897562009,-0.57960186464,-0.53001960129,-3.7338180968e-06,1.9931932172e-06,3.3620597365e-06,238877.75551102206
299,-21890.329220076143,-213.74779249189197,4221.940335486032,16472.0783811123,45512.64716122121,-12540.639392558602,133268.18061,89518.423822,-72433.974145,-0.18380366666,-0.58634873747,-0.52842307584,-3.6997430205e-06,1.8858057619e-06,3.2928371817e-06,239679.35871743486
300,-18822.82312066045,-2354.5514614826766,3207.5196269254434,16663.665521755105,45994.06008087087,-10337.637203361346,133116.9386,89043.07575,-72856.204727,-0.18867441104,-0.59299672029,-0.52673265095,-3.6654918714e-06,1.7770203833e-06,3.2229477118e-06,240480.9619238477
301,-15068.251229184838,-4401.378257056157,2077.583192948824,16821.114235636436,46381.24614195292,-8113.456552115092,132961.75757,88562.478861,-73277.004223,-0.19358833842,-0.59954461935,-0.52494737205,-3.6310647379e-06,1.6668217013e-06,3.1523865806e-06,241282.56513026054
