t,w_x,w_y,w_z,phi,theta,psi,x,y,z,v_x,v_y,v_z
252.8522841,-0.001112866,0.00074749,1.024575757,0.00050744,-1.569033273,169.2516665,-7.502516992,6393.396727,7.083187528,-0.05827445,50.57027275,0.05738828
252.9483161,-0.00117502,0.000698199,1.024845563,0.000406393,-1.569112411,169.3500717,-7.508113579,6398.254014,7.088700137,-0.058283293,50.58947912,0.057421251
253.0443481,-0.001234047,0.000645384,1.02511537,0.000317075,-1.569208034,169.4485028,-7.513710882,6403.113145,7.094215919,-0.058290317,50.6086855,0.057452534
253.1403801,-0.001289743,0.000589226,1.025385177,0.000241759,-1.569318476,169.5469598,-7.519308761,6407.974121,7.099734704,-0.058295747,50.62789188,0.057481868
253.2364121,-0.001341915,0.000529921,1.025654985,0.000182485,-1.569441661,169.6454426,-7.524907099,6412.836942,7.105256291,-0.058299855,50.64709826,0.057509017
253.3324441,-0.001390384,0.00046768,1.025924792,0.000141066,-1.5695751,169.7439513,-7.530505805,6417.701607,7.110780439,-0.058302952,50.66630465,0.057533777
253.4284762,-0.001434985,0.000402728,1.0261946,0.000119086,-1.569715897,169.8424859,-7.536104812,6422.568116,7.116306871,-0.058305398,50.68551104,0.057555971
253.5245082,-0.001475566,0.000335304,1.026464409,0.0001179,-1.569860741,169.9410464,-7.541704077,6427.43647,7.121835274,-0.058307596,50.70471743,0.057575451
253.6205402,-0.001511988,0.000265662,1.026734217,0.000138632,-1.570005912,170.0396328,-7.547303583,6432.306668,7.127365298,-0.058309992,50.72392382,0.057592098
253.7165722,-0.001544127,0.000194037,1.027004027,0.000181838,-1.570148171,170.1382451,-7.552903344,6437.178711,7.132896716,-0.058313009,50.74313022,0.057605862
253.8126042,-0.00157186,0.000120649,1.027273837,0.000246573,-1.570284694,170.2368832,-7.558503451,6442.052598,7.138429395,-0.05831704,50.76233662,0.057616891
253.9086362,-0.001595072,4.58E-05,1.027543647,0.000331398,-1.570411806,170.3355473,-7.56410404,6446.928329,7.143963026,-0.058322525,50.78154302,0.057625402
254.0046682,-0.001613664,-3.03E-05,1.027813458,0.000434605,-1.570526253,170.4342373,-7.569705269,6451.805905,7.149497337,-0.058329852,50.80074942,0.057631644
254.1007002,-0.001627561,-0.000107393,1.02808327,0.000554219,-1.570625212,170.5329533,-7.575307319,6456.685325,7.155032102,-0.058339355,50.81995582,0.057635891
254.1967322,-0.001636704,-0.00018513,1.028353082,0.000687994,-1.570706296,170.6316951,-7.580910396,6461.56659,7.160567136,-0.05835132,50.83916222,0.057638452
254.2927643,-0.001641057,-0.000263276,1.028622895,0.000833416,-1.570767548,170.7304629,-7.586514726,6466.449699,7.166102295,-0.058365976,50.85836861,0.057639661
254.3887963,-0.0016406,-0.000341556,1.028892709,0.000987703,-1.570807441,170.8292565,-7.592120559,6471.334653,7.17163748,-0.058383501,50.87757501,0.057639884
254.4848283,-0.001635335,-0.000419698,1.029162523,0.0011478,-1.570824885,170.9280761,-7.597728168,6476.221451,7.177172632,-0.058404023,50.8967814,0.057639517
254.5808603,-0.001625283,-0.000497427,1.029432338,0.001310388,-1.57081922,171.0269216,-7.603337848,6481.110093,7.182707736,-0.058427613,50.91598779,5.76E-02
254.6768923,-0.001610484,-0.000574469,1.029702154,0.001471875,-1.570790216,171.1257931,-7.608949918,6486.00058,7.188242819,-0.058454294,50.93519417,5.76E-02
254.7729243,-0.001590998,-0.000650548,1.02997197,0.001628401,-1.570738078,171.2246904,-7.614564718,6490.892912,7.193777949,-0.058484034,50.95440055,5.76E-02
254.8689563,-0.001566901,-0.000725395,1.030241787,1.78E-03,-1.570663318,171.3236136,-7.62018257,6495.787087,7.19931322,-0.058516762,50.97360692,5.76E-02
254.9649883,-0.001538264,-0.000798775,1.030511604,0.001912296,-1.570566904,171.4225627,-7.625803607,6500.683108,7.204848704,-0.058552335,50.99281329,5.76E-02
255.0610203,-0.001505178,-0.000870407,1.030781422,0.002033801,-1.570451483,171.5215377,-7.63142812,6505.580972,7.21038462,-0.058590399,51.01201966,5.76E-02
255.1570524,-0.001467753,-0.000940017,1.03105124,0.002137731,-1.570319944,171.6205386,-7.637056384,6510.480681,7.215921212,-0.058630572,51.03122602,5.77E-02
255.2530844,-0.001426114,-0.001007346,1.031321059,0.002221725,-1.570175245,171.7195655,-7.642688623,6515.382235,7.221458734,-0.058672465,51.05043237,5.77E-02
255.3491164,-0.001380401,-0.001072145,1.031590877,0.002283938,-1.570020416,171.8186182,-7.648325012,6520.285633,7.226997442,-0.058715681,51.06963872,0.057681803
255.4451484,-0.001330768,-0.001134179,1.031860696,0.002323044,-1.569858561,171.9176969,-7.653965672,6525.190875,7.232537604,-0.058759815,51.08884506,0.057698276
255.5411804,-0.001277385,-0.001193226,1.032130515,0.002338232,-1.569692855,172.0168015,-7.659610676,6530.097962,7.238079492,-0.058804454,51.1080514,0.057717895
255.6372124,-0.001220439,-0.001249078,1.032400334,0.002329211,-1.569526544,172.1159321,-7.665260046,6535.006893,7.243623386,-0.058849179,51.12725774,0.057740697
255.7332444,-0.001160129,-0.001301538,1.032670154,0.002296205,-1.569362946,172.2150885,-7.670913752,6539.917668,7.249169574,-0.058893561,51.14646408,0.057766659
255.8292764,-0.001096671,-0.001350424,1.032939972,0.002239958,-1.569205453,172.314271,-7.676571714,6544.830288,7.254718348,-0.058937165,51.16567041,0.057795696
255.9253084,-0.001030297,-0.001395565,1.033209791,0.002161728,-1.569057527,172.4134794,-7.682233801,6549.744753,7.260270011,-0.058979546,51.18487674,0.057827661
256.0213404,-0.000961251,-0.001436805,1.03347961,0.002063292,-1.568922702,172.5127137,-7.687899833,6554.661062,7.265824871,-0.059020255,51.20408306,0.057862348
256.1173725,-0.000889793,-0.001474001,1.033749428,0.001946902,-1.568804561,172.611974,-7.693569582,6559.579215,7.271383236,-0.059058832,51.22328939,0.057899492
256.2134045,-0.000816145,-0.001507039,1.034019246,0.001814243,-1.568705552,172.7112603,-7.699242985,6564.499213,7.276945232,-0.05909491,51.24249572,0.057938842
256.3094365,-0.000740559,-0.001535788,1.034289063,0.001668753,-1.568627267,172.8105725,-7.704919796,6569.421055,7.282511007,-0.059128274,51.26170205,0.057979949
256.4054685,-0.000663319,-0.00156012,1.03455888,0.001514508,-1.568571065,172.9099106,-7.710599669,6574.344741,7.288080741,-0.059158765,51.28090838,0.05802231
256.5015005,-0.000584707,-0.00157993,1.034828696,0.001355368,-1.568537836,173.0092747,-7.716282274,6579.270272,7.293654571,-0.059186282,51.30011471,0.058065444
256.5975325,-0.000505007,-0.00159513,1.035098512,0.001194983,-1.568528002,173.1086647,-7.721967302,6584.197648,7.299232583,-0.059210774,51.31932105,0.058108896
256.6935645,-0.000424504,-0.001605654,1.035368327,0.001036784,-1.568541518,173.2080806,-7.72765446,6589.126867,7.304814818,-0.059232248,51.33852739,0.058152232
256.7895965,-0.000343481,-0.001611457,1.035638141,0.000883989,-1.56857787,173.3075224,-7.733343474,6594.057932,7.31040127,-0.059250762,51.35773374,0.058195041
256.8856285,-0.000262225,-0.001612514,1.035907955,0.000739603,-1.568636073,173.4069901,-7.739034087,6598.99084,7.315991884,-0.05926643,51.37694009,0.058236937
256.9816606,-0.000181022,-0.001608818,1.036177768,0.000606414,-1.568714677,173.5064837,-7.744726063,6603.925593,7.321586561,-0.05927942,51.39614645,0.058277558
257.0776926,-0.00010016,-0.001600384,1.03644758,0.000486997,-1.568811762,173.6060031,-7.750419181,6608.862191,7.327185151,-0.059289955,51.41535281,0.058316563
257.1737246,-1.99E-05,-0.001587249,1.036717392,0.000383713,-1.568924939,173.7055484,-7.75611324,6613.800633,7.332787459,-0.059298311,51.43455917,0.058353637
257.2697566,5.94E-05,-0.001569468,1.036987203,0.000298707,-1.569051353,173.8051196,-7.761808056,6618.740919,7.338393245,-0.059304817,51.45376554,0.058388485
257.3657886,0.0001375,-0.001547115,1.037257013,0.000233911,-1.569187678,173.9047166,-7.767503465,6623.68305,7.344002217,-0.059309861,51.47297192,0.058420841
257.4618206,0.000214113,-0.001520289,1.037526823,0.000191041,-1.56933012,174.0043395,-7.773199319,6628.627025,7.349614041,-0.059313879,51.4921783,0.058450456
257.5578526,0.000288977,-0.001489077,1.037796632,0.000171261,-1.56947556,174.1039883,-7.778895516,6633.572845,7.355228539,-0.05931729,51.51138468,0.058477153
257.6538846,0.00036184,-0.001453564,1.038066441,0.000174065,-1.569621011,174.2036629,-7.784592044,6638.520509,7.36084557,-0.05932051,51.53059107,0.058500978
257.7499166,0.000432413,-0.001413873,1.038336249,0.000198316,-1.569762553,174.3033635,-7.790288926,6643.470017,7.366464787,-0.059324009,51.54979746,0.058522059
257.8459486,0.000500424,-0.00137014,1.038606057,0.000242629,-1.569896695,174.4030899,-7.795986209,6648.42137,7.372085877,-0.059328206,51.56900385,0.058540554
257.9419807,0.000565613,-0.001322513,1.038875864,0.000305373,-1.570020376,174.5028422,-7.801683966,6653.374567,7.377708568,-0.059333475,51.58821024,0.05855665
258.0380127,0.00062774,-0.001271157,1.039145671,0.000384672,-1.570130965,174.6026204,-7.807382297,6658.329609,7.38333262,-0.059340145,51.60741664,0.058570563
258.1340447,0.000686575,-0.001216251,1.039415478,0.000478401,-1.570226264,174.7024246,-7.813081328,6663.286495,7.388957834,-0.059348495,51.62662304,0.05858254
258.2300767,0.000741906,-0.001157985,1.039685285,0.000584188,-1.570304504,174.8022546,-7.818781209,6668.245226,7.394584046,-0.059358759,51.64582944,0.058592855
258.3261087,0.000793537,-0.001096568,1.039955091,0.000699415,-1.570364348,174.9021106,-7.824482119,6673.205801,7.40021113,-0.059371124,51.66503583,0.058601813
258.4221407,0.000841283,-0.001032218,1.040224898,0.000821217,-1.570404888,175.0019925,-7.830184259,6678.168221,7.405838994,-0.059385729,51.68424223,0.058609749
258.5181727,0.000884979,-0.00096517,1.040494705,0.000946481,-1.570425649,175.1019003,-7.83588786,6683.132484,7.411467587,-0.059402668,51.70344862,0.058617026
258.6142047,0.000924473,-0.000895674,1.040764511,0.001071849,-1.570426585,175.201834,-7.841593176,6688.098593,7.417096891,-0.059421988,51.72265501,0.058624035
258.7102367,0.000959626,-0.00082399,1.041034318,0.001193715,-1.570408083,175.3017936,-7.847300489,6693.066546,7.422726928,-0.059443688,51.7418614,0.0586312
258.8062688,0.000990319,-0.000750391,1.041304125,0.001308356,-1.570370909,175.4017792,-7.853010085,6698.036343,7.428357745,-0.059467722,51.76106779,0.058638962
258.9023008,0.001016438,-0.000675107,1.041573933,0.001413507,-1.570316153,175.5017906,-7.85872206,6703.007984,7.433989327,-0.059493959,51.78027417,0.058647639
258.9983328,0.001037874,-0.00059841,1.041843741,0.001506806,-1.570246296,175.6018279,-7.864436607,6707.98147,7.439621793,-0.059522117,51.79948055,0.058657521
259.0943648,0.001054531,-0.000520587,1.042113549,0.001586048,-1.570164073,175.7018912,-7.870153931,6712.956801,7.4452553,-0.059551891,51.81868692,0.058668869
259.1903968,0.001066337,-0.000441925,1.042383357,0.001649508,-1.570072221,175.8019804,-7.875874201,6717.933976,7.45089001,-0.059582975,51.8378933,0.058681892
259.2864288,0.001073239,-0.00036271,1.042653166,0.001695941,-1.569973481,175.9020955,-7.881597548,6722.912995,7.456526087,-0.05961506,51.85709967,0.058696746
259.3824608,0.001075207,-0.000283229,1.042922975,0.001724579,-1.569870602,176.0022365,-7.887324062,6727.893859,7.462163699,-0.059647834,51.87630603,0.058713535
259.4784928,0.001072228,-0.000203767,1.043192785,0.001735137,-1.569766333,176.1024034,-7.893053795,6732.876567,7.467803018,-0.059680987,51.8955124,0.058732313
259.5745248,0.001064312,-0.000124608,1.043462595,0.001727806,-1.569663433,176.2025963,-7.898786762,6737.86112,7.473444217,-0.059714202,51.91471876,0.05875308
259.6705569,0.001051491,-4.60E-05,1.043732406,0.001703258,-1.569564661,176.3028151,-7.904522938,6742.847517,7.479087475,-0.059747163,51.93392512,0.058775785
259.7665889,0.001033814,3.17E-05,1.044002217,0.001662643,-1.569472783,176.4030598,-7.91026226,6747.835758,7.484732973,-0.059779551,51.95313148,0.058800323
259.8626209,0.001011355,0.000108205,1.044272029,0.001607592,-1.56939057,176.5033305,-7.916004625,6752.825844,7.490380894,-0.059811044,51.97233784,0.05882654
259.9586529,0.000984204,0.000183312,1.04454184,0.001540185,-1.569320787,176.603627,-7.921749898,6757.817774,7.496031426,-0.05984132,51.9915442,0.058854231
260.0546849,0.000952455,0.000256739,1.044811653,0.001461962,-1.569265446,176.7039496,-7.927498064,6762.811549,7.501684644,-0.059870104,52.01075056,0.058883208
260.1507169,0.000916209,0.000328216,1.045081465,0.001375843,-1.569225592,176.804298,-7.933248983,6767.807168,7.50734063,-0.059897269,52.02995692,0.058913139
260.2467489,0.000875592,0.000397455,1.045351278,0.001285306,-1.56920195,176.9046724,-7.939002432,6772.804632,7.512999481,-0.059922749,52.04916328,0.058943649
260.3427809,0.000830746,0.000464187,1.045621091,0.001193585,-1.569194847,177.0050727,-7.944758205,6777.80394,7.518661262,-0.059946517,52.06836964,0.058974388
260.4388129,0.000781825,0.000528156,1.045890904,0.001103664,-1.569204217,177.1054989,-7.950516119,6782.805092,7.524326008,-0.059968586,52.08757601,0.059005032
260.5348449,0.000729002,0.000589121,1.046160718,0.001018283,-1.569229602,177.205951,-7.95627601,6787.808089,7.529993718,-0.059989011,52.10678237,0.059035284
260.630877,0.000672461,0.000646856,1.046430531,0.000939932,-1.569270148,177.306429,-7.962037731,6792.812931,7.535664364,-0.060007886,52.12598874,0.059064872
260.726909,0.000612404,0.000701151,1.046700344,0.000870856,-1.56932461,177.4069329,-7.967801156,6797.819616,7.541337882,-0.060025349,52.14519512,0.059093552
260.822941,0.000549047,0.00075181,1.046970158,0.000813054,-1.569391346,177.5074626,-7.973566181,6802.828146,7.547014177,-0.060041574,52.16440149,0.059121103
260.918973,0.000482623,0.000798651,1.047239971,0.000768275,-1.569468323,177.6080183,-7.979332717,6807.838521,7.552693123,-0.06005678,52.18360787,0.059147332
261.015005,0.000413377,0.000841509,1.047509784,0.000738024,-1.569553114,177.7085999,-7.985100697,6812.85074,7.558374561,-0.060071222,52.20281425,0.059172072
261.111037,0.000341573,0.000880233,1.047779597,0.000723558,-1.569642896,177.8092073,-7.990870074,6817.864803,7.5640583,-0.060085199,52.22202064,0.059195181
261.207069,0.000267486,0.000914687,1.04804941,0.000725885,-1.569734455,177.9098406,-7.996640819,6822.880711,7.569744118,-0.06009905,52.24122702,0.059216545
261.303101,0.0001914,0.000944752,1.048319222,0.000745762,-1.5698244,178.0104999,-8.00241292,6827.898464,7.575431796,-0.060113139,52.26043341,0.059236075
261.399133,0.000113549,0.000970319,1.048589034,0.00078298,-1.569910541,178.111185,-8.008186391,6832.91806,7.581121332,-0.060127763,52.2796398,0.0592538
261.4951651,3.42E-05,0.000991278,1.048858845,0.000836021,-1.569989764,178.211896,-8.013961322,6837.939501,7.586812546,-0.060143256,52.29884619,0.059269918
261.5911971,-4.63E-05,0.001007532,1.049128656,0.000903102,-1.57005909,178.3126329,-8.019737827,6842.962787,7.592505243,-0.060159925,52.31805258,0.059284653
261.6872291,-0.000127636,0.001019007,1.049398467,0.000982269,-1.570115994,178.4133958,-8.025516028,6847.987917,7.598199264,-0.060178028,52.33725897,0.059298244
261.7832611,-0.000209569,0.001025649,1.049668277,0.001071393,-1.570158401,178.5141845,-8.031296062,6853.014891,7.60389449,-0.060197772,52.35646535,0.059310948
261.8792931,-0.000291769,0.001027426,1.049938087,0.001168168,-1.57018469,178.6149992,-8.037078075,6858.04371,7.609590838,-0.060219317,52.37567174,0.059323037
261.9753251,-0.000373936,0.001024328,1.050207896,0.001270116,-1.570193693,178.7158397,-8.042862224,6863.074374,7.615288264,-0.060242773,52.39487813,0.059334799
262.0713571,-0.000455773,0.001016362,1.050477705,0.001374583,-1.570184693,178.8167062,-8.04864868,6868.106881,7.620986761,-0.060268201,52.41408451,0.059346538
262.1673891,-0.000536979,0.001003561,1.050747514,0.001478742,-1.570157426,178.9175986,-8.054437623,6873.141233,7.62668636,-0.060295612,52.43329089,0.059358575
262.2634211,-0.00061726,0.000985975,1.051017322,0.001579591,-1.570112081,179.0185168,-8.060229245,6878.17743,7.632387131,-0.06032497,52.45249726,0.059371244
262.3594532,-0.000696318,0.000963678,1.05128713,0.001673951,-1.5700493,179.119461,-8.066023751,6883.215471,7.63808918,-0.060356186,52.47170364,0.059384899
262.4554852,-0.000773858,0.000936762,1.051556937,0.001758472,-1.569970176,179.2204312,-8.071821356,6888.255356,7.643792651,-0.060389127,52.49091,0.059399907
262.5515172,-0.000849592,0.000905338,1.051826745,0.001829795,-1.569876133,179.3214272,-8.07762226,6893.297086,7.649497706,-0.060423618,52.51011637,0.059416642
262.6475492,-0.000923271,0.0008695,1.052096552,0.001885977,-1.569768688,179.4224491,-8.083426482,6898.340661,7.655204415,-0.060459439,52.52932273,0.059435358
262.7435812,-0.000994605,0.000829371,1.052366359,0.001925059,-1.56965105,179.523497,-8.089234132,6903.386079,7.66091301,-0.060496192,52.54852908,0.05945625
262.8396132,-0.001063309,0.000785094,1.052636165,0.001945379,-1.569526609,179.6245707,-8.09504532,6908.433342,7.666623749,-0.060533464,52.56773544,0.059479462
262.9356452,-0.001129111,0.000736826,1.052905972,0.001945787,-1.56939866,179.7256705,-8.100860109,6913.48245,7.672336879,-0.060570856,52.58694178,0.059505087
263.0316772,-0.001191759,6.85E-04,1.053175779,0.001925643,-1.569270405,179.8267961,-8.106678519,6918.533402,7.678052635,-0.060607984,52.60614813,0.059533159
263.1277092,-0.001251016,6.29E-04,1.053445586,0.001884815,-1.56914495,179.9279477,-8.112500527,6923.586198,7.683771237,-0.060644477,52.62535447,0.059563658
263.2237412,-0.001306658,5.70E-04,1.053715393,0.001823681,-1.56902531,180.0291253,-8.118326065,6928.640839,7.689492895,-0.060679979,52.64456082,0.059596506
263.3197733,-0.001358483,0.000507509,1.053985201,0.00174313,-1.568914405,180.1303288,-8.124155023,6933.697324,7.695217808,-0.060714148,52.66376716,0.059631572
263.4158053,-0.0014063,0.000442158,1.054255008,0.001644561,-1.56881506,180.2315583,-8.129987244,6938.755654,7.70094616,-0.060746653,52.68297349,0.059668668
263.5118373,-0.001449937,0.000374066,1.054524816,0.001529881,-1.568730009,180.3328137,-8.135822532,6943.815828,7.706678125,-0.060777182,52.70217983,0.059707551
263.6078693,-0.001489237,0.000303491,1.054794625,0.001401508,-1.568661889,180.4340951,-8.141660644,6948.877847,7.712413864,-0.060805432,52.72138617,0.05974792
263.7039013,-0.00152406,0.000230705,1.055064434,0.001262371,-1.568613245,180.5354024,-8.147501294,6953.941709,7.718153526,-0.060831117,52.74059251,0.059789421
263.7999333,-0.001554284,0.000155986,1.055334243,0.001115658,-1.568586461,180.6367356,-8.153344194,6959.007417,7.723897234,-0.060853965,52.75979886,0.059831662
263.8959653,-0.001579811,7.96E-05,1.055604054,0.000963762,-1.568582683,180.7380948,-8.15918926,6964.074969,7.72964498,-0.060873817,52.7790052,0.059874284
263.9919973,-0.001600524,1.75E-06,1.055873864,0.000810897,-1.568601946,180.8394798,-8.165036158,6969.144365,7.735396757,-0.060890708,52.79821155,0.059916773
264.0880293,-0.001616322,-7.72E-05,1.056143676,0.000661288,-1.568643892,180.9408908,-8.170884533,6974.215605,7.74115254,-0.06090473,52.8174179,0.059958626
264.1840614,-0.001627126,-0.000156891,1.056413488,0.000518775,-1.568707773,181.0423277,-8.176734068,6979.28869,7.746912268,-0.060916016,52.83662426,0.059999389
264.2800934,-0.001632882,-0.00023711,1.056683301,0.000386814,-1.568792453,181.1437904,-8.182584483,6984.36362,7.752675844,-0.060924741,52.85583062,6.00E-02
264.3761254,-0.001633555,-0.000317529,1.056953114,0.000268479,-1.568896406,181.245279,-8.188435534,6989.440394,7.758443137,-0.060931121,52.87503698,6.01E-02
264.4721574,-0.001629136,-0.00039785,1.057222929,0.000166461,-1.569017717,181.3467935,-8.194287017,6994.519012,7.764213979,-0.060935415,52.89424335,6.01E-02
264.5681894,-0.001619638,-0.000477777,1.057492743,8.31E-05,-1.569154083,181.4483338,-8.200138764,6999.599475,7.769988168,-0.060937925,52.91344973,6.01E-02
264.6642214,-0.001605094,-0.000557016,1.057762559,2.02E-05,-1.569302811,181.5499,-8.205990647,7004.681782,7.775765465,-0.060938994,52.93265611,6.02E-02
264.7602534,-0.001585562,-0.000635275,1.058032375,-2.05E-05,-1.569460817,181.6514921,-8.211842572,7009.765934,7.781545597,-0.060939006,52.95186249,6.02E-02
264.8562854,-0.001561123,-0.000712262,1.058302191,-3.80E-05,-1.569624632,181.7531101,-8.217694486,7014.85193,7.787328255,-0.06093839,52.97106888,6.02E-02
264.9523174,-0.00153188,-0.000787687,1.058572009,-3.15E-05,-1.569790393,181.8547539,-8.223546372,7019.93977,7.793113095,-0.060937613,52.99027527,0.06024633
265.0483494,-0.001497958,-0.000861262,1.058841826,-5.87E-07,-1.569953852,181.9564236,-8.229398251,7025.029455,7.798899737,-0.060937187,53.00948166,0.060264174
265.1443815,-0.001459499,-0.000932708,1.059111644,5.48E-05,-1.57011061,182.0581193,-8.235250171,7030.120984,7.804687805,-0.060937647,53.02868806,0.060278842
265.2404135,-0.001416609,-0.001001787,1.059381463,0.000133672,-1.570257894,182.1598408,-8.241102176,7035.214358,7.810477194,-0.060939402,53.04789446,0.060290471
265.3364455,-0.001369438,-0.001068224,1.059651281,0.000233647,-1.570392206,182.2615882,-8.246954439,7040.309576,7.816267621,-0.060942882,53.06710086,0.060299379
265.4324775,-0.001318159,-0.00113175,1.0599211,0.000352,-1.570510239,182.3633616,-8.25280717,7045.406639,7.822058786,-0.060948478,53.08630726,0.060305914
265.5285095,-0.001262958,-0.001192111,1.060190919,0.000485878,-1.570609233,182.4651609,-8.258660591,7050.505546,7.827850444,-0.060956519,53.10551366,0.060310441
265.6245415,-0.001204037,-0.00124907,1.060460738,0.000632286,-1.570686983,182.5669861,-8.264514938,7055.606298,7.833642397,-0.06096727,53.12472006,0.060313338
265.7205735,-0.001141611,-0.00130241,1.060730557,0.000788088,-1.570741828,182.6688372,-8.270370461,7060.708893,7.839434499,-0.060980933,53.14392646,0.060315003
265.8166055,-0.001075907,-0.001351929,1.061000376,0.000950005,-1.570772662,182.7707142,-8.276227423,7065.813334,7.845226654,-0.060997647,53.16313285,0.060315848
265.9126375,-0.001007169,-0.00139744,1.061270194,0.001114616,-1.570778927,182.8726172,-8.282086101,7070.919618,7.851018815,-0.061017488,53.18233924,0.0603163
266.0086696,-0.000935653,-0.001438777,1.061540013,0.001278356,-1.570760613,182.974546,-8.287946785,7076.027748,7.856810987,-0.061040467,53.20154563,0.060316804
266.1047016,-0.00086163,-0.001475789,1.061809831,0.001437519,-1.570718264,183.0765008,-8.293809779,7081.137721,7.862603224,-0.061066533,53.22075202,0.060317822
266.2007336,-0.000785383,-0.001508341,1.062079648,0.001588256,-1.57065297,183.1784815,-8.299675401,7086.249539,7.868395631,-0.061095571,53.2399584,0.060319829
266.2967656,-0.000707213,-0.001536318,1.062349465,0.001726575,-1.570566374,183.2804881,-8.305543981,7091.363202,7.874188362,-0.061127405,53.25916477,0.060323319
266.3927976,-0.0006274,-0.00155962,1.062619282,0.001849071,-1.570460171,183.3825205,-8.311415759,7096.478709,7.879981534,-0.061161826,53.27837114,0.060328741
266.4888296,-0.000546221,-0.001578154,1.062889098,0.001953592,-1.570336929,183.4845789,-8.317290878,7101.59606,7.88577528,-0.0611985,53.29757751,0.060336395
266.5848616,-0.000463997,-0.001591827,1.063158913,0.002037902,-1.570200478,183.5866632,-8.323169572,7106.715256,7.891569888,-0.061236964,53.31678387,0.060346548
266.6808936,-0.000381048,-0.001600573,1.063428728,0.002100304,-1.57005455,183.6887734,-8.329052027,7111.836296,7.89736564,-0.061276767,53.33599023,0.060359404
266.7769256,-0.000297692,-0.001604344,1.063698542,0.002139652,-1.569902775,183.7909095,-8.33493838,7116.959181,7.903162815,-0.061317469,53.35519658,0.060375105
266.8729577,-0.000214245,-0.001603117,1.063968355,0.002155352,-1.569748673,183.8930716,-8.340828719,7122.08391,7.908961683,-0.061358638,53.37440293,0.060393731
266.9689897,-0.00013102,-0.001596889,1.064238168,0.002147358,-1.569595659,183.9952596,-8.346723082,7127.210483,7.914762507,-0.061399854,53.39360927,0.060415299
267.0650217,-4.83E-05,-0.00158568,1.06450798,0.002116174,-1.569447043,184.0974735,-8.352621457,7132.338901,7.920565545,-0.061440707,53.41281562,0.060439764
267.1610537,3.35E-05,-0.001569531,1.064777791,0.002062856,-1.569306027,184.1997134,-8.358523783,7137.469163,7.926371048,-0.061480799,53.43202196,0.06046702
267.2570857,0.00011423,-0.001548506,1.065047601,0.001989009,-1.569175706,184.3019792,-8.364429948,7142.60127,7.93217926,-0.061519739,53.4512283,0.060496896
267.3531177,0.000193483,-0.001522691,1.065317411,0.001896789,-1.56905907,184.404271,-8.370339793,7147.735221,7.93799042,-0.06155715,53.47043464,0.060529161
267.4491497,0.000270985,-0.001492194,1.065587221,0.001788902,-1.568959003,184.5065887,-8.376253107,7152.871017,7.943804758,-0.061592662,53.48964098,0.060563522
267.5451817,0.000346436,-0.001457144,1.065857029,0.001668561,-1.568878271,184.6089323,-8.382169637,7158.008657,7.949622499,-0.06162592,53.50884732,0.060599625
267.6412137,0.000419583,-0.001417656,1.066126838,0.001538221,-1.568818729,184.7113019,-8.388089297,7163.148141,7.955443759,-0.06165665,53.52805366,0.060637142
267.7372457,0.000490142,-0.001373867,1.066396645,0.00140158,-1.568780883,184.8136975,-8.394011856,7168.28947,7.961268624,-0.061684773,53.54726,0.060675623
267.8332778,0.000557818,-0.001325939,1.066666453,0.001262809,-1.568764814,184.9161189,-8.39993699,7173.432643,7.967097174,-0.06171027,53.56646635,0.060714587
267.9293098,0.000622335,-0.001274047,1.06693626,0.001125726,-1.568770204,185.0185663,-8.405864402,7178.577661,7.972929453,-0.06173317,53.58567269,0.06075359
268.0253418,0.000683435,-0.001218381,1.067206067,0.000993793,-1.568796337,185.1210395,-8.411793825,7183.724523,7.978765469,-0.061753545,53.60487905,0.060792226
268.1213738,0.000740877,-0.001159146,1.067475874,0.000870115,-1.568842096,185.2235387,-8.417725015,7188.873229,7.984605192,-0.061771512,53.6240854,0.060830124
268.2174058,0.000794441,-0.001096561,1.06774568,0.000757443,-1.568905969,185.3260637,-8.423657758,7194.02378,7.990448556,-0.061787232,53.64329176,0.060866949
268.3134378,0.000843922,-0.001030857,1.068015487,0.000658172,-1.568986043,185.4286146,-8.429591867,7199.176176,7.996295458,-0.061800911,53.66249813,0.060902404
268.4094698,0.000889136,-0.000962282,1.068285294,0.000574341,-1.569080006,185.5311914,-8.435527181,7204.330415,8.002145758,-0.061812799,53.6817045,0.060936229
268.5055018,0.000929916,-0.000891097,1.0685551,0.000507634,-1.569185149,185.633794,-8.441463567,7209.4865,8.00799928,-0.06182319,53.70091087,0.0609682
268.6015338,0.000966112,-0.000817576,1.068824907,0.00045938,-1.569298363,185.7364226,-8.447400918,7214.644428,8.013855812,-0.061832423,53.72011725,0.060998129
268.6975659,0.000997595,-0.00074201,1.069094714,0.000430552,-1.569416142,185.839077,-8.453339156,7219.804201,8.019715102,-0.061840881,53.73932363,0.061025864
268.7935979,0.001024252,-0.000664702,1.069364522,0.000421767,-1.569534579,185.9417573,-8.45927823,7224.965819,8.025576865,-0.061848992,53.75853001,0.061051293
268.8896299,0.001045989,-0.00058593,1.069634329,0.000433299,-1.569650348,186.0444634,-8.465218087,7230.129281,8.031440925,-0.061857161,53.7777364,0.061074351
268.9856619,0.001062712,-0.000505968,1.069904138,0.000463974,-1.569760821,186.1471955,-8.471158734,7235.294587,8.037307177,-0.061865732,53.79694279,0.061095165
